komentar,clean_text,sentiment
"Thanks barang sampai d tempat, kemasan tolong di perbaiki lgi, barang tdk original dgn sesuai harga.. Semoga selalu amanah 👍",thanks barang sampai d tempat kemas tolong di baik lgi barang tidak original dgn sesuai harga moga selalu amanah,positif
"Bahan lumayan bagus, namun ukuran kurang presisi, ada yang lebih panjang sandalnya. Tapi ya sesuai dengan harga. Thanks",bahan lumayan bagus namun ukur kurang presisi ada yang lebih panjang sandal tapi ya sesuai dengan harga thanks,positif
pastinya bukan ori. tp lumayan lah. enak dipake. ukuran 43 tp agak kecilan dr biasanya.,pasti bukan ori tp lumayan lah enak dipake ukur tp agak kecil dr biasa,netral
lem antara bagian sendal yang putih sama yang hitam mudah lepas,lem antara bagi sendal yang putih sama yang hitam mudah lepas,netral
"kualitas barang sama sepeti harga 25 , lem nya mudah lepas , ukuran nyaa sempit , ukuran normal ya 42, saya naikin 43, masih aja sempit, sendal belom di pakai,",kualitas barang sama sepet harga lem nya mudah lepas ukur nyaa sempit ukur normal ya saya naikin masih aja sempit sendal bom di pakai,netral
"Model nya keren pas dikaki, nyaman beraktivitas outdoor, bahannya tebal nga bikin slip,",model nya keren pas kaki nyaman aktivitas outdoor bahan tebal nga bikin slip,netral
"Sesuai deskripsi, enak dipakai, sayang baru datang lemnya sudah lepas..",sesuai deskripsi enak pakai sayang baru datang lem sudah lepas,positif
"Bagus sih walaupun kw,namun dng harga yg murah dan bahan yg ringan namun kuat,msh okelah,ukuran jg pas sesuai diskripsi produk",bagus sih walaupun kwnamun dng harga yang murah dan bahan yang ringan namun kuatmsh okelahukuran jg pas sesuai skripsi produk,positif
rada lecet,rada lecet,netral
diterima dengan kondisi baik... cuma ga tau karna masukannya atau MMG karna disesuaikan harganya atau barang sortir jadi kondisi sandal seperti ada lipatan yg ga seharusnya... tp dipakai oke aja....,terima dengan kondisi baik cuma tidak tau karna masuk atau mmg karna sesuai harga atau barang sortir jadi kondisi sandal seperti ada lipat yang tidak harus tp pakai oke aja,positif
kenapa aku bilang mahal karena sandal ini ada 2 warna dan kedua warna ini trpisah matrialnya di satukan dgn lem nah sendal dateng aku pake terpisah lah kedua warna itu.hrg yg lumaya diatas 50rbu tp kwalitas sangat cocok untuk hrga di kisaran 25rbu saja atau mending 1 warna saja jdi tdk terlepas atau kaji ulang penempelannya.ini buat produksi sandalnya klo toko saya kira tdk sedalam ini melihat kualitas produk.hanya kopas saja apa yg sdh jd ketentuan produk.,kenapa aku bilang mahal karena sandal ini ada warna dan dua warna ini trpisah matrialnya di satu dgn lem nah sendal dateng aku pake pisah lah dua warna ituhrg yang lumaya atas rbu tp kwalitas sangat cocok untuk hrga di kisar rbu saja atau mending warna saja jdi tidak lepas atau kaji ulang penempelannyaini buat produksi sandal klo toko saya kira tidak dalam ini lihat kualitas produkhanya kopas saja apa yang sdh jd tentu produk,negatif
Brang smpai dgn selamat produk sesuai deskripsi kualitas pas dgn hrga murah,brang smpai dgn selamat produk sesuai deskripsi kualitas pas dgn hrga murah,positif
"Biasa pake 43, ini 43 masih kekecilan. Harus pilih naik 1 ukuran. Sandal oke dan nyaman.",biasa pake ini masih kecil harus pilih naik ukur sandal oke dan nyaman,netral
"Pesan ukuran 41, ternyata ukuran 41 nya kecil kyk ukuran 39, stiker ukuran mmg 41 tp ukuran permanen di sendal sptnya dikerok, penjual kl kehabisan size yg dipesan tlg jgn diakal-akali ya.",pesan ukur nyata ukur nya kecil kyk ukur stiker ukur mmg tp ukur permanen di sendal sptnya kerok jual kl habis size yang pes tlg jgn diakalakali ya,netral
baru 1 Langkah Lem udah lepas 🤣🤣🤣 . PR bangettt harus di lem ke tukang sendal lagi,baru langkah lem udah lepas pr bangettt harus di lem ke tukang sendal lagi,netral
"Bahan karet nya bagus alias empuk, jadi enak buat jalan di mall. tapi sayang nya ini bagian terpisah tanpa di lem ditengahnya, jadi bahaya terpeleset waktu keadaan basah.",bahan karet nya bagus alias empuk jadi enak buat jalan di mall tapi sayang nya ini bagi pisah tanpa di lem tengah jadi bahaya peleset waktu ada basah,positif
"model nya sesuai deskripsi., nyaman di pake.. next time paking nya lebih baik ya.. thanks",model nya sesuai deskripsi nyaman di pake next time paking nya lebih baik ya thanks,positif
paket sdh sampai tapi pengiriman lama sekali respon jg lama tdk sesuai dgn brg yg djual hanya mgkn spt kwny jd gak sesuai ekspetasi,paket sdh sampai tapi kirim lama sekali respon jg lama tidak sesuai dgn barang yang djual hanya mgkn spt kwny jd gak sesuai ekspetasi,negatif
Minta nomer 43 yg dikirim 44 jadinya kebesaran,minta nomer yang kirim jadi besar,netral
barang tdk sesuai gambar dan kuwalitas jelek,barang tidak sesuai gambar dan kuwalitas jelek,negatif
"sebelumnya ada beli di official store bahannya empuk dan lembut, ini bahannya keras dan kaku jika disimpulkan ini palsu...dan juga harga lebih mahal",belum ada beli di official store bahan empuk dan lembut ini bahan keras dan kaku jika simpul ini palsudan juga harga lebih mahal,negatif
kecewa saya.. udah tergoda barang nya bagus lewat gambar. eh pas datang malah bad quality.. tolong QC nya di pastikan boss seller. KL ga sanggup ga usah jualan..,kecewa saya udah goda barang nya bagus lewat gambar eh pas datang malah bad quality tolong qc nya di pasti boss seller kl tidak sanggup tidak usah jual,netral
"lumayan sesuai harga walaupun logonya gak timbul,ringan dipakai semoga awet",lumayan sesuai harga walaupun logo gak timbulringan pakai moga awet,positif
"Nyaman di pakai, tapi sayang warna yg dikirim bukan yg dipesan, pesanan sudah jelas white grey. yg datang beda hehehe.",nyaman di pakai tapi sayang warna yang kirim bukan yang pes pesan sudah jelas white grey yang datang beda hehehe,netral
"Barang sudah diterima, namun ternyata setelah dibandingkan dg Toko yg lain dg produk serupa. Toko ini mahal.",barang sudah terima namun nyata telah banding dg toko yang lain dg produk rupa toko ini mahal,negatif
kwalitas sesuai harga agak cacat,kwalitas sesuai harga agak cacat,netral
"pesen putih dikirim hitam.., ukuran sandal tidak sesuai pesanan, ukuran pada outsol dihilangkan ngga sip blas",sen putih kirim hitam ukur sandal tidak sesuai pesan ukur pada outsol hilang ngga sip blas,netral
"sesuai, tingkatkan lagi pelayanannya, semoga lebih baik",sesuai tingkat lagi layan moga lebih baik,positif
pesan brown datang putih. but its oke lah,pesan brown datang putih but its oke lah,netral
ada harga ad rupa sendal murah modal di printing logo adidas..,ada harga ad rupa sendal murah modal di printing logo adidas,positif
"Pas , awet , paket dilempar pun gk masalah 🫢",pas awet paket lempar pun tidak masalah,netral
"barang sesuai, pengiriman cepat, barang sampai dengan selamat",barang sesuai kirim cepat barang sampai dengan selamat,positif
"penjual ga jujur, pesan no.42 yg dikirim no.41",jual tidak jujur pesan no yang kirim no,netral
"ada harga ada rupa ..... baik² aja sih dgn harga 80k, cuma bau karetnya itu lho.... gak ilang2",ada harga ada rupa baik aja sih dgn harga k cuma bau karet itu lho gak ilang,netral
Produk terkesan murahan. Belum dipakai lem alas sendal bagian dalam sudah terkelupas. Lem perekat seadanya saja. Tidak recommended beli sandal ini ..,produk kes murah belum pakai lem alas sendal bagi dalam sudah kelupas lem rekat ada saja tidak recommended beli sandal ini,positif
"pesen no 42 datang 41 alhasil pas doang di kaki,pengoriman instan terbilang lmbat.kalo kualitas barang bagus.",sen no datang alhasil pas doang di kakipengoriman instan bilang lmbatkalo kualitas barang bagus,positif
"Walaupun pengiriman cepat, tapi jangan tergiur harga murah apalagi ada promo dari tokped, karena ternyata barangnya bukan original",walaupun kirim cepat tapi jangan giur harga murah apalagi ada promo dari tokped karena nyata barang bukan original,positif
Barang seperti di iklan. Kurang sesuai espektasi. Semoga awet,barang seperti di iklan kurang sesuai espektasi moga awet,positif
"kita tau sih ada harga ada barang ada rupa.. tp utk hwrga segini, masih kemahalan sih, krn kualitasnya blm maksimal. maaf kan sy kasih bintang 3 ya.semangat",kita tau sih ada harga ada barang ada rupa tp utk hwrga gin masih mahal sih krn kualitas blm maksimal maaf kan sy kasih bintang yasemangat,negatif
"yaah lumayan lah, tapi masih bagusan sandal Alfamart dengan harga yang sama",yaah lumayan lah tapi masih bagus sandal alfamart dengan harga yang sama,positif
Pesan warna Hitam dapatnya warna Coklat. Untung anak saya ok saja dg warnanya. Mau tukar keburu mau dipakai. Perlu waktu untuk kirim balik dan mendapat yg warna hitam.,pesan warna hitam dapat warna coklat untung anak saya ok saja dg warna mau tukar keburu mau pakai perlu waktu untuk kirim balik dan dapat yang warna hitam,netral
Sandal warna putih abu ukuran 44 diterima dan ukuran sesuai.,sandal warna putih abu ukur terima dan ukur sesuai,positif
produk nya palsuuu keliatan banget nya. sablon an logo nya kasar cetakan nya oiy. malu dipakai ini mah,produk nya palsuuu liat banget nya sablon an logo nya kasar cetak nya oiy malu pakai ini mah,netral
"Bukan barang asli, merk sablon. Gak sesuai display",bukan barang asli merk sablon gak sesuai display,positif
"pesan warna white grey di kirim hitam..seller ga nanya dulu..main kirim saja..kejadian ke 2, sebelumnya pesan 2 di kirim hanya 1.",pesan warna white grey di kirim hitamseller tidak nanya dulumain kirim sajakejadian ke belum pesan di kirim hanya,netral
"modelnya bagus,lumayanlah dengan harga segitu,tks reseller",model baguslumayanlah dengan harga segitutks reseller,positif
Size yang dipesen 45 tapi yang dateng size 44.. lebih teliti atau ga maksain bilang stoknya tersedia yah.. sayang udah beli jadinya kekecilan,size yang sen tapi yang dateng size lebih teliti atau tidak maksain bilang stok sedia yah sayang udah beli jadi kecil,netral
barang yg di kirim tdk sesuai dgn pesanan,barang yang di kirim tidak sesuai dgn pesan,netral
"barang sudah sampai , pengiriman nya cuma larut malam jadi orang sedang istirahat jadi mengganggu",barang sudah sampai kirim nya cuma larut malam jadi orang sedang istirahat jadi ganggu,netral
"agak kasar d sablon merk, beda dr foto",agak kasar d sablon merk beda dr foto,netral
untuk harga sudah pasti bukan ori sy paham . namun pesan white grey army di kirim hitam amsyong deh,untuk harga sudah pasti bukan ori sy paham namun pesan white grey army di kirim hitam amsyong deh,netral
pesen warna putih abu eh yg dateng hitam buat apa ada pilihan warna klo yg dikirim semaunya yg jualan,sen warna putih abu eh yang dateng hitam buat apa ada pilih warna klo yang kirim mau yang jual,netral
"barang yg dipesan tidak sesuai di skripsi, order white grey yg dtg black, tanpa ada konfirmasi sebelumnya terkait stok brgnya klo tidak ada.",barang yang pes tidak sesuai di skripsi order white grey yang dtg black tanpa ada konfirmasi belum kait stok brgnya klo tidak ada,netral
"barang sesuai, tapi yg dipesan warna hitam yg sampai warna coklat",barang sesuai tapi yang pes warna hitam yang sampai warna coklat,positif
Bahannya ringan dan bagus. Tapi sedikit kekecilan. Harus pesan 1 nomor di atas,bahan ringan dan bagus tapi sedikit kecil harus pesan nomor di atas,positif
mayan meski awal unboxing bau plastiknya kayak bikin mabok,mayan meski awal unboxing bau plastik kayak bikin mabok,negatif
"ada coak di sandal nya.,kurang rapi",ada coak di sandal nyakurang rapi,netral
"Sandal nya lumayan lah buat di rumah. Tidak licin dan empuk dipakai nya. Harga moderate dan masih terjangkau golongan ekonomi ses B keatas. Pelayanan toko baik, minta ganti nomor lgsg dibantu dengan cepat. Sebaik nya ukuran diturunkan 1 nomor dari nomer ukuran sepatu nya.",sandal nya lumayan lah buat di rumah tidak licin dan empuk pakai nya harga moderate dan masih jangkau golong ekonomi ses b atas layan toko baik minta ganti nomor lgsg bantu dengan cepat baik nya ukur turun nomor dari nomer ukur sepatu nya,positif
"pengiriman cepat, produk kurang empuk dan agak licin, sesuai dengan harganya",kirim cepat produk kurang empuk dan agak licin sesuai dengan harga,positif
oke si barangnya bagus sm nyaman. cuma sablonan merknya jelek banget kliatan ga orinya.,oke si barang bagus sm nyaman cuma sablon merknya jelek banget kliatan tidak orinya,netral
"dapet yg defek ada tekukan dan ada bercak yg gk bisa ilang, No 45 berasa No. 43 sempit jdnya karet nempel banget ke kulit bikin gk nyaman",dapet yang defek ada tekuk dan ada bercak yang tidak bisa ilang no asa no sempit jdnya karet nempel banget ke kulit bikin tidak nyaman,netral
sudah sampai lumayan lucu keren amanah packing aman,sudah sampai lumayan lucu keren amanah packing aman,netral
"pengiriman cepat...barang krg sesuai ekspektasi,bukan produk ori",kirim cepatbarang krg sesuai ekspektasibukan produk ori,positif
replika yg nyaman dipakai walaupun keliatan banget replika karena logonya disablon gak timbul,replika yang nyaman pakai walaupun liat banget replika karena logo sablon gak timbul,netral
"oke punya size gede, tp insole nya trnyata gampang copot",oke punya size gede tp insole nya trnyata gampang copot,netral
Beli warna Army yang dikirim Hitam. Untung ukuran pas. Ok lah..,beli warna army yang kirim hitam untung ukur pas ok lah,netral
"bukan asli adidas, lebih baik jujur di keterangannya, jangan di tulis premium original...",bukan asli adidas lebih baik jujur di terang jangan di tulis premium original,positif
"agak kecil,biasa pake nomer 40. order nomer 41 tp koq kelihatan agak kecil ya",agak kecilbiasa pake nomer order nomer tp koq lihat agak kecil ya,netral
nyaman dan empuk,nyaman dan empuk,netral
bahan plastiknya bau. kalau dipake di mobil jd bau dalam kabinnya,bahan plastik bau kalau dipake di mobil jd bau dalam kabin,negatif
barang sudah datang tapi sudah Lepas Karena lem kurang bagus berapa titik,barang sudah datang tapi sudah lepas karena lem kurang bagus berapa titik,positif
adidas KW tidak ori. wajar harganya murah. pengiriman cepat dan dipacking baik,adidas kw tidak ori wajar harga murah kirim cepat dan dipacking baik,positif
Model lumayan dan kualitas adidasnya sesuai harga 😁,model lumayan dan kualitas adidasnya sesuai harga,positif
"agak kurang nyaman sih , tapi ya murah gpp lah",agak kurang nyaman sih tapi ya murah gpp lah,positif
harga kemahalan untuk barang kw. kualitas kurang,harga mahal untuk barang kw kualitas kurang,negatif
"nomer tidak sesuai, tertulis 41 tapi ukiran sebenarnya 39 jadi ga muat.",nomer tidak sesuai tulis tapi ukir benar jadi tidak muat,netral
"intinya sih jgn berharap terlalu bnyk u kualitasnya, Klo u sekedar dihalaman rumah oke lah",inti sih jgn harap terlalu bnyk u kualitas klo u dar halaman rumah oke lah,negatif
bau plastik nya terlalu strong...dan licin sendal nya...,bau plastik nya terlalu strongdan licin sendal nya,negatif
"Barang diterima dengan baik, namun ada sedikit cacat di sandal warna Hijau. Thanks anyway",barang terima dengan baik namun ada sedikit cacat di sandal warna hijau thanks anyway,positif
ukuran pas sesuai dgn pesanan & nyaman di pakainya,ukur pas sesuai dgn pesan nyaman di pakai,positif
"Lebelnya size 41 tapi dalamnya 40, pengiriman okey dan kemasan okey.",lebelnya size tapi dalam kirim okey dan kemas okey,netral
"Hmmmm Harga 80 rebu kualitas barang kek gini, enak sih enak nyaman sih nyaman tp gk 80 rebu sih.. 45-50 rebu mngkin msh bisa di terima",hmmmm harga rebu kualitas barang kek gin enak sih enak nyaman sih nyaman tp tidak rebu sih rebu mngkin msh bisa di terima,netral
Model bagus dan rada empuk. Mdh2an awet 🙏,model bagus dan rada empuk mdhan awet,positif
"cukup bagus. saya ingin beli yg ukuran lebih besar di atas 45, sayangnya gak ada.",cukup bagus saya ingin beli yang ukur lebih besar di atas sayang gak ada,positif
bukan barang original,bukan barang original,netral
yg kanan belakang nya lecet,yang kanan belakang nya lecet,netral
ternyata barang biasa seperti yang di jual di pasar dan di pingir jalan,nyata barang biasa seperti yang di jual di pasar dan di pingir jalan,netral
"pesan warna hitam, di kotaknya benar tertulis warna hitma, tp pas dibuka laah warnanya putih, tp ya udh saya jg suka putihnya.",pesan warna hitam di kotak benar tulis warna hitma tp pas buka laah warna putih tp ya udh saya jg suka putih,netral
"barang sampai dgn selamat, kwalitas biasa aj dan harga lebih mahal dr toko oren dgn selisih lbh dr 20k. intinya jgn malas utk survei2 di tmpt lainnya,sayang bgt sih..sdh minta dibatalkan tp ga direspon. rezeki toko ini,",barang sampai dgn selamat kwalitas biasa aj dan harga lebih mahal dr toko oren dgn selisih lbh dr k inti jgn malas utk survei di tmpt lainnyasayang banget sihsdh minta batal tp tidak direspon rezeki toko ini,negatif
"padahal sudah chat sama penjual minta no.nya d ganti,,dan sudah jawab siap..tapi masih aja pake no.yg lama..",padahal sudah chat sama jual minta nonya d gantidan sudah jawab siaptapi masih aja pake noyg lama,negatif
Baru 2 minggu pemakaian dan sangat jarang tapi logo sudah mengelupas,baru minggu pakai dan sangat jarang tapi logo sudah kelupas,netral
Pengiriman cepat sayang barang yang dikirim salah warna. Untung anak tidak masalah dengan warna yang dikirim.,kirim cepat sayang barang yang kirim salah warna untung anak tidak masalah dengan warna yang kirim,positif
Komunikasi dengan penjual sangat sulit . permintaan ukuran 43 tp dikirim ukuran 40,komunikasi dengan jual sangat sulit minta ukur tp kirim ukur,netral
